Date of Birth;Gender;Marital Status;Number of Dependents;Occupation;Income;Education Level;Customer Tenure;Customer Segment;Preferred Communication Channel;Credit Score;Credit History Length;Outstanding Loans;Churn Flag;Churn Reason;Churn Date;Balance;NumOfProducts;NumComplaints
2006/05/02;Male;Married;0;Video editor;18132.66;Bachelor's;18;SME;Phone;377;16;7915.45;0;;;231416.76;2;7
2004/07/11;Female;Single;4;Ambulance person;94333.16;High School;8;Corporate;Email;358;17;21025.42;0;;;48157.66;5;0
1964/12/26;Male;Divorced;5;Forensic psychologist;72827.86;High School;18;Corporate;Phone;599;8;10986.01;0;;;98598.53;3;8
1983/05/24;Female;Married;4;Logistics and distribution manager;88401.56;High School;27;SME;Phone;575;23;45768.83;0;;;31227.75;5;9
1970/12/08;Male;Single;0;Accountant, chartered;45474.45;Bachelor's;25;Corporate;Phone;606;12;10031.08;0;;;100252.06;1;7
1958/12/26;Female;Single;3;Regulatory affairs officer;6892.11;Bachelor's;21;SME;Phone;303;3;22896.26;0;;;54124.57;3;4
1992/01/28;Male;Single;1;Customer service manager;94733.72;Master's;19;Corporate;Phone;607;1;25531.25;1;Relocation;2024/03/01;5252.94;1;0
1987/12/02;Female;Single;1;Magazine journalist;38053.49;High School;5;Retail;Email;332;4;11093.39;1;Service Issues;2024/04/15;21921.37;3;4
1976/06/23;Male;Single;2;Dietitian;80413.52;Master's;1;Corporate;Email;546;5;24700.85;0;;;57273.29;1;5
1971/04/09;Female;Married;1;Electronics engineer;94707.89;Master's;27;Corporate;Email;476;16;36868.93;0;;;19993.83;3;1
2000/11/21;Male;Single;1;Conservator, furniture;7312.72;Bachelor's;30;Corporate;Email;630;26;36816.47;0;;;206713.28;2;1
1978/03/04;Female;Married;3;Engineer, materials;30760.78;Diploma;2;Corporate;Email;825;1;42436.65;0;;;134437.33;5;1
1995/02/10;Male;Divorced;2;Economist;7070.39;Master's;11;Corporate;Phone;731;1;38406.02;1;Account Closure;2024/03/09;19208.17;1;6
1972/11/24;Male;Divorced;1;Education officer, environmental;33498.18;Diploma;28;SME;Phone;666;18;4844.62;0;;;231369.28;4;8
2002/10/05;Male;Married;1;Designer, exhibition/display;45028.98;Master's;5;Corporate;Email;428;18;7631.27;0;;;189186.44;3;3
1981/05/29;Female;Divorced;5;Copywriter, advertising;48760.97;Diploma;12;Corporate;Phone;432;11;44514.63;0;;;47304.8;4;2
2001/01/23;Female;Single;2;Futures trader;13038.47;High School;29;Corporate;Email;677;17;28249.6;0;;;148171.1;1;6
1988/07/04;Female;Divorced;5;Environmental education officer;46787.33;Master's;8;SME;Email;449;30;34328.94;0;;;175148.34;2;8
1990/11/14;Female;Single;4;Banker;46297.32;Bachelor's;10;SME;Phone;819;13;44181.42;0;;;210395.83;3;9
1966/12/10;Female;Single;0;Therapist, speech and language;26588.18;High School;18;Corporate;Phone;656;24;1843.38;0;;;20297.89;4;6
1955/09/03;Female;Married;5;Clinical cytogeneticist;37233.37;Diploma;23;Corporate;Phone;487;5;21726.65;0;;;197937.96;2;10
1990/08/16;Male;Single;4;Health and safety adviser;54600.1;Bachelor's;27;Retail;Phone;624;2;34285.97;0;;;33649.7;5;4
1971/08/07;Male;Divorced;4;Barrister's clerk;65357.02;High School;1;SME;Phone;561;5;4391.11;0;;;151794.54;4;1
1951/08/20;Male;Divorced;5;Chief of Staff;42773.12;Master's;28;Retail;Phone;348;7;47017.77;0;;;141295.5;4;3
1990/05/15;Female;Married;3;Holiday representative;36963.65;Master's;20;SME;Email;668;25;46550.9;0;;;200429.91;5;6
2002/03/04;Female;Married;0;Glass blower/designer;16473.2;High School;7;Retail;Email;808;21;34310.69;0;;;6082.35;3;3
1996/01/04;Female;Divorced;1;Cabin crew;37362.54;Bachelor's;5;Corporate;Email;597;25;36061.2;0;;;163834.74;2;4
1984/09/22;Female;Single;2;Training and development officer;70973.91;Diploma;7;SME;Phone;546;12;22593.7;1;Better Offers Elsewhere;2024/07/26;61451.64;1;9
1997/12/19;Female;Married;3;Counsellor;19298.55;Master's;23;Retail;Email;519;14;20369.83;0;;;227417.48;2;1
2002/12/14;Male;Married;1;Geneticist, molecular;31326.14;High School;14;SME;Email;477;24;42497.64;0;;;134499.81;4;0
1974/04/24;Female;Single;1;Scientist, forensic;78425.73;Diploma;24;Retail;Email;437;15;8639.57;0;;;121378.98;3;5
1962/11/03;Female;Single;3;Sales professional, IT;68628.53;Diploma;21;Retail;Email;829;9;32388.64;0;;;192100.29;1;4
1961/02/01;Male;Divorced;2;Environmental health practitioner;5316.78;Diploma;19;Corporate;Email;816;23;9164.29;0;;;48296.43;3;2
1997/06/09;Male;Married;1;Surveyor, commercial/residential;80157.92;Master's;2;Retail;Phone;794;20;27253.88;0;;;112173.75;1;10
1971/09/08;Male;Single;2;Psychotherapist;38669.12;High School;27;SME;Email;681;23;5058.64;0;;;128753.31;2;5
1992/09/29;Male;Divorced;1;Psychiatrist;73599.89;Diploma;28;Retail;Email;824;3;25256.05;0;;;241684.62;2;3
1983/01/25;Male;Married;3;Press sub;50807.57;Master's;27;Retail;Email;425;10;30770.67;0;;;107389.24;1;0
1984/12/10;Female;Single;4;Occupational hygienist;15663.68;Bachelor's;2;Retail;Phone;400;20;43368.15;1;Relocation;2024/05/24;32568.5;4;5
1953/03/28;Female;Single;1;Chief Financial Officer;74107.21;Master's;23;Corporate;Phone;846;26;16599.02;0;;;24690.78;5;9
1957/12/17;Male;Divorced;3;Hotel manager;85570.21;Master's;4;SME;Phone;663;16;13531.18;0;;;149085.78;1;9
1996/02/04;Female;Divorced;2;Pathologist;14308.52;Master's;26;SME;Phone;629;23;4871.55;0;;;192744.39;4;3
1972/06/26;Female;Divorced;4;Network engineer;98211.72;Diploma;13;SME;Email;755;21;14817.04;0;;;161969.09;5;6
1989/10/19;Male;Married;3;Radiographer, therapeutic;73329.27;High School;14;Retail;Phone;430;9;1443.72;0;;;155344.84;1;9
1981/05/09;Female;Divorced;1;Training and development officer;85173.61;Bachelor's;17;Corporate;Email;653;25;33585.1;1;Relocation;2024/04/24;27405.91;4;9
1996/08/12;Female;Single;1;Nature conservation officer;54504.38;Master's;28;SME;Email;359;26;9392.46;1;Relocation;2024/01/13;42884.71;4;9
1993/07/18;Male;Single;5;Investment banker, corporate;96441.72;High School;4;Retail;Phone;544;5;28323.39;0;;;145494.9;5;4
1978/08/06;Female;Single;5;Editor, magazine features;77428.93;Diploma;13;Corporate;Phone;497;1;35929.85;0;;;76851.27;5;1
1988/12/01;Male;Married;1;Field seismologist;22566.31;High School;14;Retail;Email;784;13;11286.84;0;;;71274.09;2;6
1963/11/12;Female;Married;0;Engineer, materials;73400.93;Master's;5;SME;Phone;529;1;34817.72;0;;;23657.69;4;1
1956/01/18;Female;Single;0;Radiation protection practitioner;54111.8;Master's;30;SME;Phone;458;19;48881.81;0;;;243055.61;4;4
1970/11/07;Male;Divorced;5;Senior tax professional/tax inspector;74304.4;High School;24;SME;Phone;634;4;6638.69;0;;;72348.56;5;2
1976/09/26;Male;Single;0;Historic buildings inspector/conservation officer;27832.27;Master's;17;Retail;Email;823;6;40272.99;0;;;23522.05;4;0
1953/05/18;Male;Divorced;3;Health visitor;80335.92;Master's;6;Retail;Email;476;8;17719.84;0;;;119111.3;1;5
1955/02/18;Male;Divorced;5;Firefighter;46778.89;Diploma;29;Retail;Phone;524;20;35326.01;0;;;194866.2;2;2
1959/04/25;Male;Divorced;1;Conservator, furniture;94693.49;Master's;16;SME;Email;365;19;36315.98;0;;;164806.24;2;7
1951/08/30;Female;Single;3;Geologist, wellsite;93088.71;Bachelor's;4;Retail;Phone;355;10;7072.22;0;;;52142.91;1;0
1961/10/17;Female;Single;4;Surveyor, insurance;72015.95;Bachelor's;12;Retail;Email;797;5;38892.02;0;;;85542.84;1;1
1993/05/28;Female;Divorced;3;Radiographer, therapeutic;41290.82;Master's;9;Retail;Email;491;14;17325.26;0;;;81727.23;3;5
1973/08/28;Female;Divorced;0;Loss adjuster, chartered;50753.32;Bachelor's;24;Corporate;Phone;442;28;30525.85;0;;;161049.39;3;5
1959/11/21;Male;Married;5;Metallurgist;64704.46;Bachelor's;11;SME;Email;456;24;13367.96;0;;;37754.99;3;2
1958/08/24;Male;Divorced;4;Leisure centre manager;48068.36;Bachelor's;8;SME;Phone;675;26;35770.32;1;Better Offers Elsewhere;2024/03/22;39273.88;3;9
1978/11/13;Male;Married;3;Armed forces technical officer;40477.38;Diploma;26;Corporate;Phone;521;15;29329.37;0;;;22514.96;4;3
1982/06/23;Male;Single;1;Public house manager;8103.64;Bachelor's;9;SME;Email;735;5;49863.94;0;;;187956.86;4;3
1962/07/25;Male;Single;4;Barrister;16613.11;High School;3;SME;Phone;690;27;33706.95;0;;;77815.31;4;2
1953/08/07;Male;Divorced;5;Exhibitions officer, museum/gallery;35605.24;High School;2;Corporate;Phone;465;1;40174.71;0;;;178305.38;1;3
1956/02/18;Male;Single;0;Designer, ceramics/pottery;13760.93;Master's;30;Retail;Email;792;12;6447.43;0;;;109212.96;5;4
2000/02/07;Female;Married;4;Clinical molecular geneticist;5329.73;High School;27;Retail;Phone;598;7;6184.56;0;;;119655.64;5;1
1949/06/15;Female;Married;2;Production engineer;35202.88;Bachelor's;14;SME;Phone;439;1;47587.28;0;;;134713.24;2;1
1954/01/14;Female;Single;4;Aid worker;22231.02;Bachelor's;16;Corporate;Phone;561;2;19194.98;0;;;206600.13;4;5
1962/02/05;Male;Divorced;1;Music therapist;37214.08;Master's;17;Corporate;Email;549;20;1992.39;0;;;188192.81;3;0
1981/01/30;Female;Single;4;Scientist, research (physical sciences);37819.43;Diploma;8;Corporate;Email;698;7;30777.78;0;;;41409.47;4;0
1972/08/09;Male;Divorced;3;Agricultural consultant;97051.18;High School;17;Retail;Email;361;21;2255.74;0;;;68691.85;4;8
1968/09/02;Female;Married;1;IT sales professional;36354.75;Diploma;12;Retail;Email;454;29;36345.65;0;;;210054.13;4;7
1952/11/19;Female;Married;1;Structural engineer;63276.48;Diploma;6;Corporate;Phone;509;7;16042.46;0;;;178461.51;2;5
2000/12/23;Male;Divorced;5;Tourist information centre manager;9031.8;Diploma;22;Retail;Phone;383;26;48955.87;1;Relocation;2024/01/05;57212.25;2;5
2002/09/05;Male;Married;0;Chemical engineer;5899.42;Diploma;21;SME;Email;718;9;27139.78;0;;;62742.81;1;3
1954/01/18;Male;Single;5;Psychologist, prison and probation services;22610.08;High School;1;SME;Phone;664;20;34069.23;0;;;18949.03;2;1
1997/11/08;Female;Married;2;Production assistant, radio;24023.15;Bachelor's;15;Retail;Phone;822;17;23203.11;0;;;15085.5;4;7
1996/10/10;Female;Single;2;Holiday representative;55625.24;Diploma;8;Retail;Email;494;23;41685.99;0;;;50527.99;5;6
1997/01/11;Male;Married;5;Oncologist;67379.91;Master's;13;SME;Email;637;29;1721.61;0;;;51752.14;5;4
1984/11/11;Male;Divorced;4;Insurance underwriter;48492.73;Diploma;22;Corporate;Email;441;2;11513.24;0;;;154033.62;1;9
1999/10/15;Male;Married;5;Medical illustrator;62591.5;High School;17;Retail;Phone;523;30;37101.3;0;;;131431.08;3;6
1960/12/29;Female;Married;0;Civil engineer, contracting;92893.38;High School;21;SME;Phone;381;19;2114.32;0;;;126497.39;2;7
1970/03/28;Male;Divorced;3;Therapist, occupational;46236.39;Master's;11;Retail;Email;638;17;21427.52;0;;;217766.78;4;6
1999/07/21;Female;Divorced;0;Risk analyst;87575.73;High School;1;Corporate;Email;361;9;28563.43;0;;;60773.49;3;1
1998/12/30;Male;Single;3;Chemist, analytical;47751.01;Bachelor's;19;Retail;Email;456;30;31720.93;0;;;205650.74;5;7
1965/12/21;Female;Single;3;Land/geomatics surveyor;43705.05;Master's;28;SME;Email;370;22;33364.34;1;Account Closure;2024/04/07;17504.09;4;8
1963/08/19;Female;Single;3;Manufacturing systems engineer;22494.24;Master's;21;Corporate;Phone;419;25;17272.65;0;;;144779.35;2;0
1954/08/04;Male;Single;1;Education officer, environmental;16070.47;High School;9;SME;Email;418;7;20284.48;0;;;83914.84;5;7
1989/07/12;Female;Married;2;Operations geologist;72860.38;High School;10;Corporate;Email;522;18;13791.62;0;;;138821.87;5;7
1997/10/03;Female;Married;1;Technical brewer;77238.72;Master's;6;SME;Email;391;12;49964.41;0;;;54174.04;1;2
1987/11/14;Male;Single;0;Surveyor, insurance;47998.07;High School;23;Retail;Phone;410;2;12454.7;0;;;201739.13;2;1
1985/07/09;Male;Married;0;Catering manager;62125.61;Master's;8;SME;Email;754;19;47119.92;0;;;92179.78;4;6
1960/12/01;Female;Married;3;Office manager;8605.35;Master's;17;Corporate;Email;418;27;43171.36;0;;;139807.76;2;5
1959/05/14;Male;Single;2;Travel agency manager;8790.35;High School;2;Retail;Phone;798;25;21918.96;1;Service Issues;2024/02/18;1334.03;3;8
1955/12/14;Female;Single;5;Designer, exhibition/display;68586.61;Master's;19;Corporate;Email;385;28;34382.29;0;;;230974.37;5;1
1973/02/26;Male;Single;0;Immunologist;46872.72;Bachelor's;10;Corporate;Email;778;28;44147.81;0;;;130424.09;1;3
1950/09/20;Female;Single;0;Psychotherapist, child;61456.82;Diploma;3;Retail;Phone;432;28;25062.66;1;Account Closure;2024/08/04;1327.55;3;5
1954/02/07;Male;Married;5;Administrator, charities/voluntary organisations;5469.37;Diploma;14;SME;Phone;346;26;38714.6;0;;;98399.02;2;1
1999/05/25;Female;Single;1;Firefighter;40398.64;High School;3;Retail;Email;696;2;36243.02;0;;;36000.74;2;6
2000/06/12;Female;Married;3;Materials engineer;77977.28;Master's;23;SME;Email;576;25;13921.17;1;Better Offers Elsewhere;2024/02/16;20928.61;2;5
1958/07/10;Male;Divorced;2;Senior tax professional/tax inspector;42451.45;Master's;18;Retail;Phone;657;25;18047.54;1;Service Issues;2024/06/07;340.53;3;9
1955/09/13;Female;Single;5;Careers information officer;82477.12;Master's;22;SME;Phone;420;27;25700.32;0;;;197277.78;4;0
1959/01/13;Female;Single;0;Trade mark attorney;39964.81;Master's;11;Corporate;Email;485;7;4798.56;1;Relocation;2024/04/19;12883.41;2;9
2006/06/20;Female;Divorced;0;Insurance risk surveyor;42953.22;High School;13;Retail;Phone;326;13;33672.74;0;;;196052.91;1;2
1977/07/17;Female;Married;3;Hospital pharmacist;88658.87;Master's;4;SME;Phone;680;8;39122.19;0;;;138231.86;4;4
1971/11/12;Female;Divorced;2;Estate manager/land agent;52643.4;Master's;19;Corporate;Email;827;10;46646.56;0;;;139164.92;3;4
1969/01/13;Female;Divorced;4;Publishing rights manager;92146.68;Diploma;16;Retail;Email;715;30;2105.08;0;;;156000.03;3;9
2002/02/04;Male;Married;5;Publishing rights manager;54539.81;High School;29;Corporate;Phone;625;11;34060.14;0;;;247635.53;4;4
1987/04/05;Female;Divorced;3;Warden/ranger;93785.43;High School;15;Corporate;Phone;769;26;29725.96;0;;;173647.47;2;4
1986/10/27;Female;Single;3;IT technical support officer;27767.11;Master's;20;SME;Phone;386;9;30243.29;0;;;201335.8;3;0
1986/02/27;Male;Married;5;Information systems manager;27732.85;Master's;9;SME;Email;783;25;32161.22;0;;;159769.62;1;4
1951/04/21;Male;Married;0;Retail banker;31563.45;Diploma;15;Retail;Email;659;13;41329.69;0;;;42777.49;5;3
1984/05/22;Male;Single;4;Agricultural engineer;57910.58;Bachelor's;3;Corporate;Phone;659;2;19558.03;0;;;210215.24;5;9
1989/11/29;Female;Married;5;Technical brewer;91782.23;Bachelor's;5;SME;Phone;741;25;12863.89;0;;;166666.93;5;9
1948/12/30;Male;Married;2;Animal technologist;99947.68;Master's;1;Corporate;Email;372;9;22803.93;0;;;228622.56;5;6
1965/07/03;Male;Married;2;Librarian, academic;89216.63;Bachelor's;22;Retail;Email;683;7;19445.49;0;;;38524.22;4;6
1984/11/30;Male;Divorced;0;Engineer, electrical;23546.99;Bachelor's;26;Corporate;Phone;394;14;46148.48;0;;;107405.95;3;4
1981/09/14;Male;Married;5;Museum/gallery curator;11825.05;High School;3;Retail;Email;838;13;24622.42;0;;;120831.18;5;6
2003/10/03;Male;Single;1;Designer, textile;17006.69;Master's;18;SME;Phone;506;22;42141.72;0;;;97341.95;2;9
1982/03/08;Female;Married;4;Chiropodist;95247.01;High School;21;Retail;Email;681;8;33580.76;0;;;198602.34;3;6
1968/11/08;Male;Single;0;Research scientist (medical);99598.16;Diploma;5;Retail;Phone;380;17;7314.99;0;;;66919.61;5;2
1968/05/22;Male;Divorced;4;Hospital pharmacist;57660.13;High School;13;Retail;Email;368;15;5403.12;0;;;160421.82;1;9
1969/07/24;Male;Married;0;Futures trader;37298.37;Bachelor's;13;Corporate;Email;403;8;42841.6;0;;;53591.29;4;8
1981/06/11;Male;Single;5;Ophthalmologist;59962.09;Bachelor's;27;SME;Email;772;7;48331.36;0;;;196510.89;1;7
1949/08/15;Female;Married;5;Tax adviser;86403.35;Master's;5;Retail;Phone;322;16;10569.17;1;Better Offers Elsewhere;2024/05/29;24723.32;3;8
1998/03/20;Female;Divorced;3;Administrator, arts;32527.53;Diploma;6;Corporate;Phone;581;18;23603.45;0;;;71774.2;4;8
1959/06/16;Female;Divorced;3;Metallurgist;19560.56;Diploma;18;Retail;Phone;324;22;38114.6;0;;;163125.34;4;5
1977/07/08;Male;Divorced;5;Immunologist;18334.08;High School;12;SME;Phone;798;11;32475.93;0;;;144807.2;4;4
1952/11/19;Female;Single;3;Outdoor activities/education manager;76405.96;Diploma;30;Corporate;Email;317;29;46517.61;1;Account Closure;2024/07/10;29515.55;2;9
1972/04/25;Female;Single;1;Scientist, research (physical sciences);76385.34;Master's;9;Corporate;Phone;834;19;34293.3;0;;;58762.16;1;5
1969/12/04;Male;Married;4;Chief Marketing Officer;34243.86;High School;20;SME;Email;477;4;25285.37;0;;;245643.87;1;9
1991/05/22;Female;Single;1;Claims inspector/assessor;81004.48;Bachelor's;7;Retail;Email;303;16;9668.12;0;;;113427.44;5;7
1951/06/09;Male;Single;0;Administrator, charities/voluntary organisations;39850.22;Bachelor's;30;SME;Phone;323;25;1845.93;0;;;209328.21;1;6
1977/04/08;Male;Divorced;5;Insurance risk surveyor;44243.09;Bachelor's;22;Retail;Phone;369;26;41006.2;1;Better Offers Elsewhere;2024/06/08;74760.83;3;9
1984/07/03;Female;Divorced;0;Development worker, community;11388.4;Bachelor's;9;Retail;Email;792;12;43828.36;0;;;164346.93;4;5
1954/03/30;Female;Single;5;Fisheries officer;98892.47;Master's;30;Corporate;Phone;487;27;49157.29;1;Account Closure;2024/07/12;18916.25;4;8
1956/05/09;Male;Divorced;4;Surveyor, planning and development;19707.85;Bachelor's;7;Corporate;Phone;486;11;2134.7;1;Account Closure;2024/01/07;5768.79;5;6
1949/09/19;Male;Divorced;2;Solicitor;58353.43;Diploma;16;Retail;Phone;390;9;7278.87;0;;;147758.63;1;0
1971/10/16;Male;Divorced;4;Diplomatic Services operational officer;8145.0;Diploma;6;Retail;Phone;352;11;17818.47;1;Account Closure;2024/04/20;41551.26;3;9
1991/09/13;Female;Married;0;Plant breeder/geneticist;65676.37;Diploma;8;Retail;Email;307;1;24265.6;0;;;136406.25;5;6
1954/03/02;Male;Divorced;4;English as a foreign language teacher;94793.15;Diploma;30;SME;Email;464;22;8436.1;0;;;78347.37;4;7
2001/07/20;Female;Single;3;Horticulturist, amenity;17519.75;High School;22;SME;Phone;667;28;42438.69;0;;;128586.6;5;1
1986/12/28;Female;Single;3;Medical sales representative;33836.9;Bachelor's;26;SME;Email;449;14;27063.57;1;Relocation;2024/05/01;16011.0;1;3
1952/10/08;Female;Single;4;Manufacturing engineer;91815.1;Master's;2;SME;Phone;645;5;5515.94;0;;;132704.5;2;2
1994/02/17;Female;Married;3;Conservation officer, historic buildings;35303.07;Master's;20;SME;Email;518;16;14576.04;1;Better Offers Elsewhere;2024/01/07;42626.04;1;4
1992/06/15;Male;Married;1;Field trials officer;64930.11;Diploma;17;Corporate;Email;746;20;9150.63;0;;;79220.28;5;6
1986/12/07;Male;Single;3;Graphic designer;77642.11;Master's;9;Corporate;Email;499;2;34868.51;0;;;110183.13;4;7
1958/07/15;Male;Single;1;Comptroller;84661.44;High School;21;SME;Email;780;20;19611.17;0;;;138386.52;3;8
1962/11/12;Male;Divorced;4;Homeopath;26098.93;Bachelor's;18;SME;Phone;715;1;27853.18;0;;;52022.55;2;1
1960/10/22;Male;Single;0;Horticulturist, commercial;85118.59;High School;14;Corporate;Email;547;12;47584.13;0;;;219244.87;1;5
1991/02/11;Female;Married;0;Management consultant;42009.01;Diploma;16;Corporate;Phone;826;13;7282.64;0;;;19176.04;4;3
1970/06/17;Male;Single;5;Primary school teacher;78567.34;Diploma;18;Corporate;Email;342;1;14446.09;0;;;61193.49;3;1
1992/03/05;Male;Married;4;Buyer, retail;41799.8;Diploma;26;SME;Phone;591;17;35898.99;0;;;119627.57;1;8
1975/05/25;Male;Single;1;Air cabin crew;50335.64;Bachelor's;10;Corporate;Email;672;5;46370.89;0;;;15277.02;5;2
1989/08/12;Male;Divorced;4;Nutritional therapist;89483.93;Diploma;25;SME;Phone;697;27;6904.08;0;;;78302.93;5;10
1987/06/17;Male;Single;4;Education officer, community;94506.01;Bachelor's;24;Retail;Email;466;10;35615.57;0;;;125865.08;4;2
1999/11/07;Male;Single;0;Research officer, political party;72360.57;High School;18;SME;Phone;487;3;47085.62;0;;;133027.56;5;6
1994/05/02;Female;Single;1;Medical technical officer;61799.66;Diploma;8;Retail;Phone;839;20;18998.67;0;;;143859.39;1;7
2001/11/03;Female;Divorced;4;Engineer, site;61473.99;Diploma;11;SME;Email;477;3;43275.5;0;;;170528.89;1;5
1955/03/26;Male;Married;1;Psychologist, counselling;30847.76;High School;27;SME;Phone;729;14;30652.14;0;;;248037.62;1;0
2001/06/12;Male;Divorced;1;Designer, multimedia;8496.04;Diploma;28;SME;Phone;472;6;38590.15;1;Better Offers Elsewhere;2024/05/19;63882.66;1;6
1982/12/12;Female;Single;0;Futures trader;86558.2;Master's;29;SME;Phone;760;5;12508.86;0;;;72700.66;1;2
1993/01/09;Male;Married;3;Lawyer;40666.14;High School;25;Corporate;Email;692;8;38165.98;1;Relocation;2024/05/02;25962.13;1;10
